hmm_profile	orf_id	score	i_evalue	env_from	env_to
ENOG411ENGY	Contig401_ORF_4916_5972+	86.47	4.5487370393614115e-25	1	277
ENOG411ENGY	Contig511_ORF_186_2946-	72.16	1.033428711658831e-20	511	898
ENOG411ENGY	Contig301_ORF_1259_3131+	60.77	3.0280109447194277e-17	307	621
ENOG411ENJ3	Contig385_ORF_2494_11404-	55.32	1.846478775545159e-15	1981	2123
ENOG411ENJ3	Contig400_ORF_1273_4156+	52.4	1.4588629565857792e-14	739	909
ENOG411ENJ3	Contig401_ORF_1286_4169+	52.4	1.4588629565857792e-14	739	909
ENOG411ENJ3	Contig148_ORF_931_2119-	50.86	4.332904668070808e-14	85	251
ENOG411ENND	Contig148_ORF_931_2119-	94.39	1.8723632374539624e-27	42	259
ENOG411ENND	Contig400_ORF_1273_4156+	89.9	4.3370317357661e-26	666	931
ENOG411ENND	Contig401_ORF_1286_4169+	89.9	4.3370317357661e-26	666	931
ENOG411ENND	Contig511_ORF_186_2946-	69.35	7.68483698013262e-20	698	910
ENOG411ENND	Contig385_ORF_2494_11404-	65.43	1.1947358294398468e-18	1894	2179
ENOG411ENND	Contig317_ORF_168_3645-	62.5	9.290138775936639e-18	910	1144
ENOG411ENND	Contig401_ORF_4916_5972+	59.75	6.35432003143174e-17	2	268
ENOG411ENND	Contig318_ORF_745_2890-	55.79	1.0219281471058923e-15	542	703
ENOG411ENQ4	Contig493_ORF_144_1113-	95.33	9.67454980803166e-28	47	195
ENOG411ENQQ	Contig317_ORF_168_3645-	120.95	9.803852334904704e-36	890	1159
ENOG411ENQQ	Contig253_ORF_159_18090+	52.85	3.847495872201721e-15	4949	5175
ENOG411ENQQ	Contig253_ORF_159_18090+	55.18	7.592854344012353e-16	5627	5927
ENOG411ENQQ	Contig301_ORF_1259_3131+	107.39	1.2363523341029058e-31	310	621
ENOG411ENQQ	Contig445_ORF_78_2226+	56.63	2.76941785770614e-16	538	670
ENOG411ENQQ	Contig148_ORF_931_2119-	94.45	1.0087037195355498e-27	78	290
ENOG411ENQQ	Contig511_ORF_186_2946-	58.88	5.786159986542627e-17	713	892
ENOG411ENQQ	Contig400_ORF_1273_4156+	79.16	4.255589812208169e-23	689	902
ENOG411ENQQ	Contig401_ORF_1286_4169+	79.16	4.255589812208169e-23	689	902
ENOG411ENQQ	Contig385_ORF_2494_11404-	77.63	1.2334532484867482e-22	1848	2162
ENOG411ENQQ	Contig172_ORF_132_1131-	68.93	5.292699425679522e-20	5	258
ENOG411ENQQ	Contig318_ORF_745_2890-	66.23	3.4607048056933216e-19	542	711
ENOG411ENSN	Contig252_ORF_84_5007+	140.56	1.1242800652110332e-41	601	965
ENOG411ENT3	Contig252_ORF_84_5007+	75.46	4.1432867165223956e-22	485	1009
ENOG411ENT6	Contig236_ORF_212_2195+	157.8	8.39060503798404e-47	13	575
ENOG411ENT6	Contig53_ORF_93_2130+	146.96	1.6084325875551779e-43	55	598
ENOG411ENT6	Contig237_ORF_766_2218+	99.44	4.0231410140345427e-29	1	403
ENOG411ENTR	Contig252_ORF_84_5007+	548.36	7.127336797265763e-165	616	1630
ENOG411ENU2	Contig125_ORF_3532_4957-	159.49	2.8755168764951533e-47	116	472
ENOG411ENU2	Contig252_ORF_84_5007+	86.02	5.273347288713828e-25	1139	1575
ENOG411ENU2	Contig125_ORF_3034_3526-	84.73	1.29423113916653e-24	2	148
ENOG411ENU2	Contig274_ORF_935_8690-	64.32	1.9764353770238993e-18	1854	2119
ENOG411ENUD	Contig252_ORF_84_5007+	75.46	4.1432867165223956e-22	485	1009
ENOG411ENW5	Contig317_ORF_168_3645-	120.95	9.803852334904704e-36	890	1159
ENOG411ENW5	Contig253_ORF_159_18090+	52.85	3.847495872201721e-15	4949	5175
ENOG411ENW5	Contig253_ORF_159_18090+	55.18	7.592854344012353e-16	5627	5927
ENOG411ENW5	Contig301_ORF_1259_3131+	107.39	1.2363523341029058e-31	310	621
ENOG411ENW5	Contig445_ORF_78_2226+	56.63	2.76941785770614e-16	538	670
ENOG411ENW5	Contig148_ORF_931_2119-	94.45	1.0087037195355498e-27	78	290
ENOG411ENW5	Contig511_ORF_186_2946-	58.88	5.786159986542627e-17	713	892
ENOG411ENW5	Contig400_ORF_1273_4156+	79.16	4.255589812208169e-23	689	902
ENOG411ENW5	Contig401_ORF_1286_4169+	79.16	4.255589812208169e-23	689	902
ENOG411ENW5	Contig385_ORF_2494_11404-	77.63	1.2334532484867482e-22	1848	2162
ENOG411ENW5	Contig172_ORF_132_1131-	68.93	5.292699425679522e-20	5	258
ENOG411ENW5	Contig318_ORF_745_2890-	66.23	3.4607048056933216e-19	542	711
ENOG411ENWP	Contig156_ORF_226_5242+	341.72	1.7526685688861856e-102	1	601
ENOG411EP1U	Contig193_ORF_38_1097+	141.5	7.815621247309475e-42	41	311
ENOG411EP2Q	Contig100_ORF_682_1357-	59.16	8.390285590151061e-17	77	214
ENOG411EP3S	Contig492_ORF_695_2849+	118.53	5.990544600254537e-35	63	557
ENOG411EP3S	Contig491_ORF_663_2838+	114.4	1.0664071066425983e-33	63	564
ENOG411EP6I	Contig482_ORF_1017_2253+	179.46	3.0243442280328344e-53	38	375
ENOG411EP6Y	Contig148_ORF_931_2119-	94.39	1.8723632374539624e-27	42	259
ENOG411EP6Y	Contig400_ORF_1273_4156+	89.9	4.3370317357661e-26	666	931
ENOG411EP6Y	Contig401_ORF_1286_4169+	89.9	4.3370317357661e-26	666	931
ENOG411EP6Y	Contig511_ORF_186_2946-	69.35	7.68483698013262e-20	698	910
ENOG411EP6Y	Contig385_ORF_2494_11404-	65.43	1.1947358294398468e-18	1894	2179
ENOG411EP6Y	Contig317_ORF_168_3645-	62.5	9.290138775936639e-18	910	1144
ENOG411EP6Y	Contig401_ORF_4916_5972+	59.75	6.35432003143174e-17	2	268
ENOG411EP6Y	Contig318_ORF_745_2890-	55.79	1.0219281471058923e-15	542	703
ENOG411EP88	Contig79_ORF_268_829-	64.97	1.2215426837512254e-18	1	34
ENOG411EP88	Contig79_ORF_268_829-	161.22	1.1127147046062669e-48	35	110
ENOG411EP88	Contig79_ORF_268_829-	161.22	1.1127147046062669e-48	111	186
ENOG411EP88	Contig78_ORF_71_530-	161.89	6.855614058024627e-49	1	76
ENOG411EP88	Contig78_ORF_71_530-	161.89	6.855614058024627e-49	77	152
ENOG411EP88	Contig80_ORF_35_596-	161.22	1.1127147046062669e-48	32	107
ENOG411EP8K	Contig385_ORF_2494_11404-	55.32	1.846478775545159e-15	1981	2123
ENOG411EP8K	Contig400_ORF_1273_4156+	52.4	1.4588629565857792e-14	739	909
ENOG411EP8K	Contig401_ORF_1286_4169+	52.4	1.4588629565857792e-14	739	909
ENOG411EP8K	Contig148_ORF_931_2119-	50.86	4.332904668070808e-14	85	251
ENOG411EPBB	Contig337_ORF_493_2113+	56.64	4.221684186895408e-16	210	504
ENOG411EPCP	Contig234_ORF_191_1964+	51.93	1.1239214388631174e-14	365	496
ENOG411EPDN	Contig165_ORF_366_2118-	122.9	3.242552596430299e-36	50	380
ENOG411EPIF	Contig385_ORF_2494_11404-	113.96	1.9378135067948294e-33	1901	2166
ENOG411EPIF	Contig253_ORF_159_18090+	59.92	5.5078372007034956e-17	4948	5213
ENOG411EPIF	Contig400_ORF_1273_4156+	106.29	4.175531604062977e-31	684	952
ENOG411EPIF	Contig401_ORF_1286_4169+	106.29	4.175531604062977e-31	684	952
ENOG411EPIF	Contig282_ORF_2063_3347+	107.09	2.383623113996693e-31	32	334
ENOG411EPIF	Contig148_ORF_931_2119-	99.17	6.171412771550229e-29	21	294
ENOG411EPIF	Contig172_ORF_132_1131-	89.17	6.826801905561301e-26	23	266
ENOG411EPIF	Contig401_ORF_4916_5972+	86.47	4.5487370393614115e-25	1	277
ENOG411EPIF	Contig511_ORF_186_2946-	72.16	1.033428711658831e-20	511	898
ENOG411EPIF	Contig301_ORF_1259_3131+	60.77	3.0280109447194277e-17	307	621
ENOG411EPIQ	Contig493_ORF_144_1113-	95.33	9.67454980803166e-28	47	195
ENOG411EPJ4	Contig125_ORF_3532_4957-	147.62	1.1265395220406805e-43	44	472
ENOG411EPJ4	Contig252_ORF_84_5007+	106.04	4.529145842174145e-31	1098	1584
ENOG411EPJ4	Contig125_ORF_3034_3526-	61.54	1.3947565566863603e-17	1	145
ENOG411EPJ4	Contig337_ORF_493_2113+	54.26	2.2348957290016765e-15	159	500
ENOG411EPJV	Contig252_ORF_84_5007+	548.36	7.127336797265763e-165	616	1630
ENOG411EPNG	Contig302_ORF_2031_2796+	133.93	1.748076749583832e-39	26	194
ENOG411EPNG	Contig302_ORF_515_1772+	103.0	4.485693633757729e-30	213	418
ENOG411EPNP	Contig236_ORF_212_2195+	701.49	1.4811427670603226e-211	12	600
ENOG411EPNP	Contig53_ORF_93_2130+	491.0	8.704809857325738e-148	53	639
ENOG411EPNP	Contig237_ORF_766_2218+	444.62	9.799142966212792e-134	1	435
ENOG411EPNP	Contig237_ORF_253_742+	206.43	1.4297586740511858e-61	5	163
ENOG411EPP6	Contig252_ORF_84_5007+	75.46	4.1432867165223956e-22	485	1009
ENOG411EPQ7	Contig317_ORF_168_3645-	57.54	3.3360689994334123e-16	940	1159
ENOG411EPQ7	Contig148_ORF_931_2119-	54.76	2.3419175267206134e-15	70	290
ENOG411EPQ7	Contig301_ORF_1259_3131+	51.1	3.073463302314396e-14	311	601
ENOG411EPQ9	Contig252_ORF_84_5007+	140.56	1.1242800652110332e-41	601	965
ENOG411EPQM	Contig100_ORF_682_1357-	63.13	6.658503085964706e-18	64	214
ENOG411EPS5	Contig165_ORF_366_2118-	112.77	5.864612479670273e-33	67	367
ENOG411EPTF	Contig400_ORF_1273_4156+	62.7	6.6171891199011604e-18	540	892
ENOG411EPTF	Contig401_ORF_1286_4169+	62.7	6.6171891199011604e-18	540	892
ENOG411EPTF	Contig148_ORF_931_2119-	59.12	8.032686476938015e-17	88	244
ENOG411EPTF	Contig511_ORF_186_2946-	58.1	1.6480950604385396e-16	709	857
ENOG411EPWM	Contig193_ORF_38_1097+	141.5	7.815621247309475e-42	41	311
ENOG411EPX1	Contig125_ORF_3532_4957-	246.15	1.5934031277891634e-73	122	472
ENOG411EPX1	Contig125_ORF_3034_3526-	103.95	2.0290185260588607e-30	1	147
