hmm_profile	orf_id	score	i_evalue	env_from	env_to
VFAM00719	Contig252_ORF_6692_7433+	81.08	1.976166947168842e-23	14	245
VFAM00749	Contig482_ORF_1017_2253+	207.18	9.593760416086637e-62	35	395
VFAM01068	Contig320_ORF_229_1828-	60.38	2.1951402925093758e-17	81	314
VFAM01303	Contig322_ORF_583_1705+	72.72	5.577624773672852e-21	62	337
VFAM01441	Contig79_ORF_268_829-	111.89	7.932080078274924e-33	34	111
VFAM01441	Contig79_ORF_268_829-	111.76	8.694406226184165e-33	110	187
VFAM01441	Contig78_ORF_71_530-	112.47	5.293975346825598e-33	1	78
VFAM01441	Contig78_ORF_71_530-	112.44	5.413761671855705e-33	76	153
VFAM01441	Contig80_ORF_35_596-	118.08	1.0630600313109733e-34	3	112
VFAM01473	Contig356_ORF_370_2404-	58.85	8.343114100859367e-17	327	578
VFAM01492	Contig156_ORF_226_5242+	397.05	3.2936315520488534e-119	1	610
VFAM01519	Contig527_ORF_250_1063-	112.78	4.419832841191819e-33	4	270
VFAM02077	Contig125_ORF_3532_4957-	186.08	1.777486268807489e-55	31	471
VFAM02077	Contig125_ORF_3034_3526-	89.06	3.1700568534868176e-26	1	143
VFAM02182	Contig252_ORF_84_5007+	119.49	2.754933486118956e-35	662	965
VFAM02254	Contig154_ORF_2644_4879-	137.24	1.1386226266103085e-40	9	408
VFAM02254	Contig155_ORF_3581_4271-	116.71	1.8613520944961746e-34	8	230
VFAM02307	Contig444_ORF_225_714-	126.95	2.4302921884368755e-37	1	162
VFAM02308	Contig341_ORF_1460_3137-	128.27	1.1256704061202744e-37	110	510
VFAM02347	Contig427_ORF_136_1252-	66.37	4.385676132766706e-19	1	317
VFAM03323	Contig492_ORF_695_2849+	236.06	1.6677335034916344e-70	34	601
VFAM03323	Contig491_ORF_663_2838+	224.8	4.27817594299662e-67	34	608
VFAM03323	Contig489_ORF_448_5974-	58.36	1.097313097444147e-16	514	881
VFAM03323	Contig51_ORF_636_7053+	58.18	1.243229071574689e-16	499	747
VFAM03750	Contig236_ORF_212_2195+	575.73	2.5405449578815674e-173	3	623
VFAM03750	Contig53_ORF_93_2130+	466.94	2.1751114577412647e-140	44	673
VFAM03750	Contig237_ORF_766_2218+	353.77	3.9417270710795325e-106	6	457
VFAM03750	Contig237_ORF_253_742+	172.85	2.3233397419664744e-51	1	162
VFAM03859	Contig66_ORF_7568_8639-	103.11	3.547350944451444e-30	53	307
VFAM03859	Contig535_ORF_500_1625+	69.84	5.0894421770722023e-20	63	329
VFAM03937	Contig193_ORF_38_1097+	101.73	9.312519112493966e-30	43	327
VFAM04012	Contig233_ORF_128_476+	107.32	7.61391620484054e-32	7	116
VFAM04338	Contig502_ORF_1815_2187-	82.26	7.029387402445801e-24	3	121
VFAM07579	Contig79_ORF_313_577+	60.5	4.238284185549759e-17	1	70
VFAM10389	Contig450_ORF_32_2648+	1098.93	0.0	26	872
VFAM10389	Contig420_ORF_68_1256-	304.19	3.963601313166592e-91	7	383
VFAM10553	Contig341_ORF_3193_5212-	405.29	8.887988765333387e-122	16	672
VFAM10553	Contig341_ORF_28_724-	115.02	6.398515087408927e-34	15	226
VFAM10753	Contig269_ORF_1185_2277-	328.81	9.054434163861433e-99	3	362
VFAM13251	Contig254_ORF_582_2622-	70.23	2.3268318939426956e-20	37	289
VFAM15339	Contig266_ORF_2319_2778+	60.8	2.9068548351974763e-17	7	137
VFAM16624	Contig113_ORF_178_694+	87.01	2.0802235601482104e-25	20	141
VFAM16624	Contig113_ORF_730_1321+	83.73	2.0395001115255272e-24	3	197
VFAM17084	Contig305_ORF_201_993-	79.95	3.998411307497444e-23	115	217
VFAM17403	Contig452_ORF_525_1524-	237.49	4.146985652180217e-71	36	324
VFAM17403	Contig453_ORF_2759_3758-	237.49	4.146985652180217e-71	36	324
VFAM17403	Contig454_ORF_525_1524-	237.49	4.146985652180217e-71	36	324
VFAM23694	Contig484_ORF_535_2236-	182.16	3.256406636643896e-54	1	494
VFAM24361	Contig228_ORF_101_2696+	72.2	7.964828703818936e-21	489	659
VFAM26843	Contig393_ORF_353_2318-	154.6	7.747268715680356e-46	249	648
VFAM30662	Contig132_ORF_192_2100-	57.41	2.58452859438604e-16	156	365
VFAM30662	Contig132_ORF_192_2100-	79.87	3.9147522775395315e-23	427	568
VFAM30662	Contig101_ORF_332_1361+	136.06	3.400639419390709e-40	1	303
VFAM31524	Contig502_ORF_2558_2930+	174.88	5.467428581470411e-52	4	123
VFAM33612	Contig399_ORF_384_762-	59.38	5.692764561307241e-17	30	123
VFAM34229	Contig224_ORF_136_1771-	232.24	2.0227140386370886e-69	15	543
VFAM35494	Contig393_ORF_353_2318-	54.3	2.475150886801005e-15	331	646
VFAM36969	Contig484_ORF_535_2236-	60.97	1.372049333788343e-17	84	260
VFAM39286	Contig493_ORF_144_1113-	77.2	3.4551144244652675e-22	42	196
VFAM39716	Contig252_ORF_84_5007+	68.97	1.8126068034231215e-20	676	1016
VFAM39716	Contig252_ORF_84_5007+	109.36	1.2226253999598809e-32	1198	1628
VFAM39726	Contig541_ORF_6_1188+	120.32	2.0228439070619918e-35	105	362
VFAM39726	Contig542_ORF_1967_2927-	87.31	1.9973187977106554e-25	104	314
VFAM39897	Contig125_ORF_3532_4957-	86.67	1.2284078254336506e-25	261	467
VFAM39900	Contig125_ORF_3532_4957-	217.4	4.2512117683068675e-65	2	469
VFAM39900	Contig125_ORF_3034_3526-	101.7	3.208314554036986e-30	1	144
VFAM39993	Contig154_ORF_2644_4879-	94.36	1.1292842589997943e-27	7	335
VFAM39993	Contig155_ORF_3581_4271-	73.56	2.2298715597550708e-21	6	228
VFAM40371	Contig205_ORF_123_615-	150.36	6.68262088017573e-45	14	163
VFAM40474	Contig148_ORF_931_2119-	50.1	3.7184974977074686e-14	12	251
VFAM41319	Contig385_ORF_2494_11404-	51.19	1.9711403407689935e-14	554	782
VFAM41401	Contig482_ORF_1017_2253+	66.67	4.837861814252904e-19	37	123
VFAM41725	Contig148_ORF_931_2119-	74.65	1.328119699278615e-21	12	284
VFAM41725	Contig400_ORF_1273_4156+	67.09	2.576396218356184e-19	653	913
VFAM41725	Contig401_ORF_1286_4169+	67.09	2.576396218356184e-19	653	913
VFAM41725	Contig385_ORF_2494_11404-	66.35	4.3388834811813345e-19	1884	2142
VFAM41725	Contig317_ORF_168_3645-	51.4	1.4618004217004867e-14	896	1121
VFAM41786	Contig125_ORF_3532_4957-	398.1	1.9429150955272583e-119	23	470
VFAM41786	Contig125_ORF_3034_3526-	133.58	1.026314602721771e-39	2	156
VFAM41837	Contig511_ORF_186_2946-	55.05	1.2236086057108822e-15	680	877
VFAM42153	Contig482_ORF_1017_2253+	61.69	2.2058479832581585e-17	36	158
VFAM42184	Contig482_ORF_1017_2253+	53.44	5.6920154738800184e-15	30	144
VFAM42360	Contig125_ORF_3532_4957-	429.25	8.133033000661572e-129	4	469
VFAM42360	Contig125_ORF_3034_3526-	151.68	3.816119763247955e-45	1	150
VFAM42454	Contig252_ORF_84_5007+	54.91	4.685967417288122e-16	1316	1623
VFAM42623	Contig254_ORF_582_2622-	80.34	2.73992024784076e-23	39	306
VFAM42739	Contig282_ORF_2063_3347+	114.89	1.0481279606593238e-33	32	334
VFAM42760	Contig110_ORF_73_1003+	115.69	4.919432557404384e-34	2	174
VFAM42760	Contig110_ORF_73_1003+	103.72	2.097854705159894e-30	101	260
VFAM42760	Contig463_ORF_1152_4566+	59.4	5.647320742159531e-17	145	362
VFAM42760	Contig336_ORF_241_1966+	61.8	1.060763541986303e-17	55	165
VFAM42920	Contig252_ORF_84_5007+	54.85	3.969800201121864e-16	667	963
