Contig154	YP_010778181.1	YP_010778181.1 putative dynamin-1-like protein [Bodo saltans virus]	25.8	391	239	15	4807	3719	86	453	5.24e-20	100
Contig155	YP_010778819.1	YP_010778819.1 dynamin-like protein [Bodo saltans virus]	28.7	554	322	21	4250	2688	41	554	4.81e-45	177
Contig155	YP_010803668.1	YP_010803668.1 dynamin GTPase [Fadolivirus algeromassiliense]	26.3	548	346	16	4250	2688	31	547	2.86e-40	163
Contig155	YP_010778181.1	YP_010778181.1 putative dynamin-1-like protein [Bodo saltans virus]	25.6	407	243	15	4199	3042	86	453	5.03e-19	97.1
Contig155	YP_010803032.1	YP_010803032.1 dynamin superfamily protein [Fadolivirus algeromassiliense]	25.5	314	182	9	4184	3243	83	344	7.56e-18	93.2
Contig156	YP_003969937.1	YP_003969937.1 putative 5'-3' exonuclease [Cafeteria roenbergensis virus BV-PW1]	28.1	630	351	19	227	2020	1	560	8.04e-57	211
Contig156	YP_010803290.1	YP_010803290.1 5'-3' exoribonuclease [Fadolivirus algeromassiliense]	27.2	639	382	17	227	2026	1	595	2.06e-53	202
Contig156	YP_010778477.1	YP_010778477.1 XRN 5'-3' exonuclease [Bodo saltans virus]	26.0	649	381	18	227	2020	1	601	6.10e-48	186
Contig156	YP_009046745.1	YP_009046745.1 5'-3', Exoribonuclease 1 [Armadillidium vulgare iridescent virus]	27.6	630	332	27	227	1960	1	558	4.68e-45	177
Contig156	YP_654631.1	YP_654631.1 hypothetical protein MIV059L [Invertebrate iridescent virus 3]	26.4	640	345	25	227	2023	1	555	5.83e-43	170
Contig165	NP_938268.1	NP_938268.1 G protein-coupled chemokine receptor-like protein [Yaba monkey tumor virus]	25.4	342	212	12	1950	958	25	334	7.67e-19	92.0
Contig165	NP_073392.1	NP_073392.1 7L protein [Yaba-like disease virus]	21.6	352	231	12	2058	1033	2	318	4.82e-18	89.7
Contig165	YP_010087914.1	YP_010087914.1 hypothetical protein KM759_gp041 [Lymphocystis disease virus 4]	26.7	296	176	10	1872	1027	41	309	3.02e-16	84.0
Contig165	YP_081612.1	YP_081612.1 envelope protein US28 [Human betaherpesvirus 5]	26.6	308	184	11	1905	1009	32	306	7.64e-15	80.1
Contig165	YP_009118391.1	YP_009118391.1 membrane protein E1 [Equid gammaherpesvirus 5]	25.8	213	138	6	1899	1291	66	268	3.91e-09	62.8
Contig172	YP_010803051.1	YP_010803051.1 serine/threonine-protein kinase [Fadolivirus algeromassiliense]	29.0	252	160	9	1053	319	48	287	2.78e-24	107
Contig172	NP_077596.1	NP_077596.1 serine-threonine kinase [Ectocarpus siliculosus virus 1]	26.8	299	140	11	1056	343	36	316	2.71e-20	95.9
Contig172	YP_009665657.1	YP_009665657.1 serine-threonine kinase [Feldmannia irregularis virus a]	26.8	284	144	7	1077	346	30	289	1.70e-19	93.2
Contig172	YP_002154675.1	YP_002154675.1 serine-threonine kinase [Feldmannia species virus]	28.6	280	130	10	969	259	64	316	1.78e-19	93.2
Contig172	NP_891851.1	NP_891851.1 pk-1 [Cryptophlebia leucotreta granulovirus]	26.4	258	169	7	1086	346	61	308	9.93e-18	86.7
Contig193	YP_009666308.1	YP_009666308.1 Reverse Transcriptase, partial [Cladosporium fulvum T-1 virus]	29.2	264	170	6	216	956	779	1042	4.79e-27	119
Contig194	YP_009507248.1	YP_009507248.1 ORF B [Trichoplusia ni TED virus]	43.4	251	137	1	617	1354	95	345	1.88e-59	213
Contig194	YP_002519387.1	YP_002519387.1 putative enzymatic polyprotein [Rudbeckia flower distortion virus]	38.7	191	110	3	791	1348	286	474	5.17e-34	138
Contig194	YP_007761644.1	YP_007761644.1 reverse transcriptase [Rose yellow vein virus]	34.6	205	129	2	746	1348	385	588	9.33e-34	137
Contig194	YP_010805169.1	YP_010805169.1 polymerase polyprotein [Metaplexis yellow mottle-associated virus]	35.5	217	134	3	713	1348	272	487	1.82e-33	136
Contig194	NP_569141.1	NP_569141.1 polyprotein [Tobacco vein clearing virus]	37.3	185	110	2	806	1348	225	407	1.47e-32	133
Contig205	YP_009052187.1	YP_009052187.1 putative eukaryotic translation elongation factor 5A [Aureococcus anophagefferens virus]	45.5	132	72	0	543	148	5	136	7.79e-37	130
Contig205	YP_010780185.1	YP_010780185.1 mimivirus translation initiation factor 5A [Tupanvirus deep ocean]	37.6	125	75	2	504	136	26	149	5.93e-23	94.7
Contig224	YP_010840357.1	YP_010840357.1 hypothetical protein QK748_s4gp1 [Tyulek (Tjuloc) virus]	29.8	541	325	22	1684	143	12	524	2.21e-52	191
Contig224	YP_009996581.1	YP_009996581.1 nucleoprotein [Quaranjavirus johnstonense]	30.2	553	343	21	1738	143	3	533	4.80e-51	187
Contig224	YP_009987462.1	YP_009987462.1 nucleoprotein [Lake Chad virus]	29.1	491	302	17	1552	143	63	528	4.83e-47	176
Contig224	YP_009110683.1	YP_009110683.1 nucleoprotein [Wellfleet Bay virus]	29.7	495	298	17	1609	218	42	517	9.07e-45	170
Contig224	YP_010840454.1	YP_010840454.1 hypothetical protein QK767_s4gp1 [Araguari virus]	27.3	538	348	15	1678	143	25	545	3.85e-39	154
Contig233	YP_010803131.1	YP_010803131.1 autophagy protein atg8 ubiquitin-like protein [Fadolivirus algeromassiliense]	46.2	119	63	1	123	476	13	131	3.69e-29	114
Contig234	NP_955167.1	NP_955167.1 CNPV144 ankyrin repeat protein [Canarypox virus]	36.0	100	57	3	1326	1619	338	432	1.43e-06	57.4
Contig236	YP_004061438.1	YP_004061438.1 hypothetical protein BpV1_008c [Bathycoccus sp. RCC1105 virus BpV1]	68.8	654	176	5	243	2195	2	630	3.69e-307	855
Contig236	YP_009173627.1	YP_009173627.1 Hsp70 protein [Chrysochromulina ericina virus]	67.9	607	194	1	240	2057	6	612	9.55e-295	826
Contig236	YP_007676312.1	YP_007676312.1 heat shock protein 70 [Micromonas pusilla virus 12T]	69.3	600	177	3	249	2039	4	599	2.82e-283	795
Contig236	YP_010777306.1	YP_010777306.1 HSP70 [Acanthamoeba polyphaga mimivirus]	61.3	654	233	1	234	2195	1	634	4.67e-282	792
Contig236	YP_003986897.1	YP_003986897.1 heat shock 70 kDa protein-like protein [Acanthamoeba polyphaga mimivirus]	61.0	654	235	1	234	2195	1	634	1.08e-280	788
Contig237	YP_004061438.1	YP_004061438.1 hypothetical protein BpV1_008c [Bathycoccus sp. RCC1105 virus BpV1]	66.7	651	190	6	269	2215	4	629	1.74e-280	818
Contig237	YP_009173627.1	YP_009173627.1 Hsp70 protein [Chrysochromulina ericina virus]	67.9	610	192	2	260	2086	6	612	8.03e-278	813
Contig237	YP_007676312.1	YP_007676312.1 heat shock protein 70 [Micromonas pusilla virus 12T]	66.4	601	196	3	269	2068	4	599	1.92e-260	766
Contig237	YP_010777306.1	YP_010777306.1 HSP70 [Acanthamoeba polyphaga mimivirus]	60.1	649	238	2	269	2215	6	633	2.75e-260	766
Contig237	YP_003986897.1	YP_003986897.1 heat shock 70 kDa protein-like protein [Acanthamoeba polyphaga mimivirus]	59.8	649	240	2	269	2215	6	633	2.15e-259	764
Contig240	YP_009666148.1	YP_009666148.1 hypothetical protein FLA14_p101 [Diachasmimorpha longicaudata entomopoxvirus]	38.9	370	222	4	1095	2195	7	375	8.51e-78	266
Contig240	YP_010796805.1	YP_010796805.1 putative RNA helicase [Diachasmimorpha longicaudata entomopoxvirus]	38.9	370	222	4	1095	2195	7	375	8.51e-78	266
Contig240	YP_009173589.1	YP_009173589.1 Helicase 45 [Chrysochromulina ericina virus]	40.7	369	215	4	1092	2186	23	391	1.72e-76	263
Contig240	YP_010803108.1	YP_010803108.1 ATP-dependent RNA helicase DEAD-box [Fadolivirus algeromassiliense]	37.6	375	231	3	1092	2207	19	393	7.31e-74	256
Contig240	YP_003970003.1	YP_003970003.1 putative superfamily II helicase/eIF-4AIII [Cafeteria roenbergensis virus BV-PW1]	32.7	379	249	4	1086	2207	6	383	4.57e-61	218
Contig246	YP_009666148.1	YP_009666148.1 hypothetical protein FLA14_p101 [Diachasmimorpha longicaudata entomopoxvirus]	57.4	373	157	2	289	1404	8	379	4.36e-149	444
Contig246	YP_010796805.1	YP_010796805.1 putative RNA helicase [Diachasmimorpha longicaudata entomopoxvirus]	57.4	373	157	2	289	1404	8	379	4.36e-149	444
Contig246	YP_010803108.1	YP_010803108.1 ATP-dependent RNA helicase DEAD-box [Fadolivirus algeromassiliense]	48.5	379	194	1	271	1404	15	393	7.64e-126	385
Contig246	YP_009173589.1	YP_009173589.1 Helicase 45 [Chrysochromulina ericina virus]	50.4	387	188	3	241	1389	7	393	4.69e-125	383
Contig246	YP_003970003.1	YP_003970003.1 putative superfamily II helicase/eIF-4AIII [Cafeteria roenbergensis virus BV-PW1]	41.8	376	215	2	286	1404	9	383	5.28e-103	325
Contig247	YP_009213665.1	YP_009213665.1 putative fructose-1,6-bisphosphate aldolase [Prochlorococcus phage P-TIM68]	55.7	316	137	2	164	1108	10	323	1.49e-106	328
Contig252	YP_009351821.1	YP_009351821.1 hypothetical protein 1 [Big Cypress virus]	31.1	1101	662	29	1828	4962	1258	2317	3.62e-120	430
Contig252	YP_009552739.1	YP_009552739.1 putative RNA-dependent RNA polymerase [Ying Kou virus]	31.9	1061	641	32	1918	4962	1318	2342	8.70e-120	429
Contig252	YP_009182191.1	YP_009182191.1 putative RNA-dependent RNA polymerase [Daeseongdong virus 1]	31.6	1055	652	26	1918	4962	1322	2346	3.12e-118	424
Contig252	YP_009351830.1	YP_009351830.1 hypothetical protein 1 [Piura virus]	31.3	1048	642	26	1963	4965	1306	2322	2.53e-114	411
Contig252	YP_009351827.1	YP_009351827.1 hypothetical protein 1 [San Bernardo virus]	31.1	1054	646	30	1930	4956	1302	2320	1.17e-112	405
Contig253	NP_077596.1	NP_077596.1 serine-threonine kinase [Ectocarpus siliculosus virus 1]	24.7	344	189	8	15013	15858	2	337	8.83e-20	99.8
Contig253	YP_010789881.1	YP_010789881.1 serine/threonine protein kinase [Moumouvirus australiensis]	27.0	293	178	10	15013	15792	4	293	3.14e-17	91.3
Contig253	YP_009665657.1	YP_009665657.1 serine-threonine kinase [Feldmannia irregularis virus a]	24.5	294	165	8	15043	15792	11	291	2.02e-16	89.0
Contig253	YP_010803051.1	YP_010803051.1 serine/threonine-protein kinase [Fadolivirus algeromassiliense]	27.9	247	160	8	15142	15858	60	296	1.05e-15	86.7
Contig253	YP_010841926.1	YP_010841926.1 putative serine/threonine-protein kinase [Cotonvirus japonicus]	23.8	298	192	7	15013	15807	7	302	1.71e-14	83.2
Contig254	YP_009001225.1	YP_009001225.1 ABC transporter [Pithovirus sibericum]	28.1	228	149	7	2439	1783	64	285	3.63e-12	74.7
Contig255	YP_010804160.1	YP_010804160.1 long-chain fatty acid CoA synthetase [Fadolivirus algeromassiliense]	34.8	138	78	3	1642	1229	379	504	2.34e-13	76.6
Contig255	YP_009617199.1	YP_009617199.1 DNA binding protein [Escherichia phage DE3]	100	30	0	0	594	683	331	360	3.39e-08	59.3
Contig256	YP_009617199.1	YP_009617199.1 DNA binding protein [Escherichia phage DE3]	100	30	0	0	594	683	331	360	1.96e-08	59.3
Contig269	YP_001031233.1	YP_001031233.1 innexin Vnx-b17 [Ichnoviriform fugitivi]	37.8	352	213	4	2271	1225	1	349	1.53e-68	236
Contig269	YP_001031223.1	YP_001031223.1 innexin Vnx-c16 [Ichnoviriform fugitivi]	36.1	355	218	5	2262	1210	4	353	4.06e-67	233
Contig269	YP_001031352.1	YP_001031352.1 viral innexin-g1.2 [Ichnoviriform fugitivi]	36.6	350	216	4	2271	1225	1	345	6.67e-67	231
Contig269	YP_589075.1	YP_589075.1 innexin-like protein 2 [Ichnoviriform sonorense]	35.6	351	223	3	2271	1225	1	350	4.38e-66	229
Contig269	YP_001031228.1	YP_001031228.1 innexin Vnx-d5.1 [Ichnoviriform fugitivi]	31.8	359	238	2	2256	1189	21	375	2.49e-60	214
Contig274	YP_009179221.1	YP_009179221.1 polyprotein [Bole tick virus 4]	28.1	2230	1412	48	8048	1572	2598	4707	3.70e-214	734
Contig274	YP_009179220.1	YP_009179220.1 polyprotein [Xingshan cricket virus]	26.6	406	217	13	2867	1833	5942	6327	1.55e-17	94.4
Contig274	YP_009179224.1	YP_009179224.1 polyprotein [Gamboa mosquito virus]	24.1	428	222	14	2924	1869	8083	8483	4.63e-12	76.3
Contig274	YP_009175071.1	YP_009175071.1 polyprotein [Macrosiphum euphorbiae virus 1]	27.0	215	134	7	3389	2808	6615	6827	2.32e-06	57.4
Contig282	NP_073527.1	NP_073527.1 142R protein [Yaba-like disease virus]	34.6	353	172	8	2154	3203	10	306	1.25e-60	213
Contig282	NP_938393.1	NP_938393.1 142R [Yaba monkey tumor virus]	39.5	294	145	7	2154	3026	10	273	1.78e-58	207
Contig282	NP_149852.1	NP_149852.1 389L [Invertebrate iridescent virus 6]	33.6	369	168	12	2133	3203	107	410	3.32e-52	192
Contig282	NP_039175.1	NP_039175.1 serine/threonine protein kinase [Fowlpox virus]	33.6	357	170	11	2142	3203	10	302	5.53e-52	188
Contig282	YP_227529.1	YP_227529.1 Serine/threonine protein kinase [Deerpox virus W-848-83]	37.3	295	149	9	2154	3020	13	277	7.76e-52	188
Contig301	YP_004347043.1	YP_004347043.1 serine-threonine kinase [Lausannevirus]	28.1	310	163	11	2202	3107	756	1013	4.89e-22	107
Contig301	YP_003406869.1	YP_003406869.1 serine-threonine kinase [Marseillevirus marseillevirus]	29.3	307	160	12	2202	3101	743	999	4.25e-21	104
Contig301	YP_009094608.1	YP_009094608.1 serine-threonine kinase [Marseillevirus sp. 'Melbournevirus']	29.3	307	160	12	2202	3101	743	999	4.25e-21	104
Contig301	YP_009254903.1	YP_009254903.1 serine-threonine kinase [Tokyovirus A1]	28.5	309	164	12	2202	3107	743	1001	1.65e-20	102
Contig301	YP_008437740.2	YP_008437740.2 serine-threonine kinase [Pandoravirus salinus]	30.7	270	134	9	2190	2978	832	1055	1.74e-18	95.9
Contig302	YP_010780122.1	YP_010780122.1 serine proteinase inhibitor [Tupanvirus deep ocean]	30.1	196	116	4	1182	1766	79	254	2.51e-21	101
Contig302	YP_010781400.1	YP_010781400.1 serpin [Tupanvirus soda lake]	31.8	195	112	6	1185	1766	93	267	4.02e-20	97.8
Contig302	YP_005296353.1	YP_005296353.1 serine protease inhibitor SPI-2/CrmA [Cotia virus SPAn232]	37.4	155	90	3	2137	2601	181	328	4.89e-18	90.1
Contig302	YP_010085650.1	YP_010085650.1 serpin [Orthopoxvirus akhmetapox]	38.1	155	91	4	2137	2601	187	336	3.26e-17	87.8
Contig302	YP_010085859.1	YP_010085859.1 putative B14R protein [Orthopoxvirus Abatino]	36.1	155	94	4	2137	2601	187	336	1.44e-16	85.9
Contig313	NP_073525.1	NP_073525.1 140R protein [Yaba-like disease virus]	30.5	105	72	1	634	320	10	113	7.75e-10	63.5
Contig313	NP_051854.1	NP_051854.1 m140R [Myxoma virus]	31.2	109	72	2	637	314	8	114	3.18e-09	61.6
Contig313	YP_010085866.1	YP_010085866.1 hypothetical protein KM543_gp198 [Orthopoxvirus Abatino]	26.8	112	79	2	652	320	6	115	6.86e-06	51.2
Contig317	NP_955595.1	NP_955595.1 ABL [Abelson murine leukemia virus]	41.2	245	134	5	900	172	128	364	3.79e-46	182
Contig317	NP_057866.1	NP_057866.1 p120 Gag-Abl polyprotein [Abelson murine leukemia virus]	41.2	245	134	5	900	172	363	599	1.86e-45	182
Contig317	NP_042289.1	NP_042289.1 P68 protein [UR2 sarcoma virus]	38.3	256	142	5	900	178	248	502	2.56e-44	174
Contig317	NP_955606.1	NP_955606.1 FBS [Fujinami sarcoma virus]	39.5	238	138	3	882	172	618	850	1.31e-43	175
Contig317	NP_056889.1	NP_056889.1 p140 polyprotein [Fujinami sarcoma virus]	39.5	238	138	3	882	172	927	1159	3.47e-43	175
Contig318	NP_955595.1	NP_955595.1 ABL [Abelson murine leukemia virus]	48.6	105	54	0	776	462	279	383	1.78e-27	123
Contig318	NP_057866.1	NP_057866.1 p120 Gag-Abl polyprotein [Abelson murine leukemia virus]	48.6	105	54	0	776	462	514	618	2.83e-27	123
Contig318	NP_955606.1	NP_955606.1 FBS [Fujinami sarcoma virus]	40.2	92	55	0	749	474	774	865	4.20e-19	96.7
Contig318	NP_056889.1	NP_056889.1 p140 polyprotein [Fujinami sarcoma virus]	40.2	92	55	0	749	474	1083	1174	5.18e-19	96.7
Contig318	NP_042289.1	NP_042289.1 P68 protein [UR2 sarcoma virus]	42.9	98	56	0	779	486	418	515	1.73e-18	94.0
Contig319	YP_009001498.1	YP_009001498.1 ABC transporter [Alphaentomopoxvirus acuprea]	26.1	203	132	5	167	766	477	664	5.21e-14	78.6
Contig320	YP_803355.1	YP_803355.1 hypothetical protein TNAV2c_gp132 [Trichoplusia ni ascovirus 2c]	40.0	125	68	2	1261	908	178	302	9.54e-22	101
Contig329	YP_009666148.1	YP_009666148.1 hypothetical protein FLA14_p101 [Diachasmimorpha longicaudata entomopoxvirus]	58.4	380	155	2	1555	419	2	379	1.81e-155	452
Contig329	YP_010796805.1	YP_010796805.1 putative RNA helicase [Diachasmimorpha longicaudata entomopoxvirus]	58.4	380	155	2	1555	419	2	379	1.81e-155	452
Contig329	YP_010803108.1	YP_010803108.1 ATP-dependent RNA helicase DEAD-box [Fadolivirus algeromassiliense]	48.9	378	193	0	1552	419	16	393	1.21e-133	397
Contig329	YP_009173589.1	YP_009173589.1 Helicase 45 [Chrysochromulina ericina virus]	50.7	377	184	2	1567	440	16	391	1.58e-129	386
Contig329	YP_003970003.1	YP_003970003.1 putative superfamily II helicase/eIF-4AIII [Cafeteria roenbergensis virus BV-PW1]	39.7	378	223	2	1543	419	8	383	4.55e-102	315
Contig330	YP_009666148.1	YP_009666148.1 hypothetical protein FLA14_p101 [Diachasmimorpha longicaudata entomopoxvirus]	58.0	364	150	2	1147	59	2	363	9.20e-147	429
Contig330	YP_010796805.1	YP_010796805.1 putative RNA helicase [Diachasmimorpha longicaudata entomopoxvirus]	58.0	364	150	2	1147	59	2	363	9.20e-147	429
Contig330	YP_010803108.1	YP_010803108.1 ATP-dependent RNA helicase DEAD-box [Fadolivirus algeromassiliense]	49.4	362	183	0	1144	59	16	377	5.07e-129	384
Contig330	YP_009173589.1	YP_009173589.1 Helicase 45 [Chrysochromulina ericina virus]	49.2	380	191	2	1195	59	4	382	6.59e-125	374
Contig330	YP_003970003.1	YP_003970003.1 putative superfamily II helicase/eIF-4AIII [Cafeteria roenbergensis virus BV-PW1]	40.2	358	212	1	1135	62	8	363	8.48e-99	306
Contig335	YP_009165762.1	YP_009165762.1 hypothetical protein APL35_gp011 [Apis mellifera filamentous virus]	32.4	315	192	10	2246	1329	90	392	1.38e-25	115
